row_id,sentiment_text,ground_truth,subject_tag,final_text_style_c,bing_liu_sentiment,bing_liu_sentiment_score,bing_liu_sentiment_confidence
394,"&quot;This war is still, for its aggressors, a war of choice – and a choice that was taken without Europe at the table. That makes the language with which Europe has responded to those aggressors all the more unsettling.&quot;This week in our Good Week, Bad Week newsletter: Europe&#39;s response to the escalating conflict in the Middle Easthttps://substack.com/home/post/p-190033346#iran #iranwar #europe #politics #geopolitics",neutral,General Conflict,war still aggressors war choice choice take without europe table make language europe respond aggressor unsettle week good week bad week newsletter europe response escalate conflict middle east,negative,-0.6,0.6
395,Haha. #Trump wants to impose his own unique style of “democracy” on #Iran. #IranWar https://www.reuters.com/world/middle-east/trump-tells-reuters-us-will-have-role-choosing-irans-next-leader-2026-03-05/,neutral,General Conflict,hama want impose unique style democracy,negative,-1.0,1.0
396,Anti-war demonstration on Saturday to protest Cyprus’ involvement https://cyprus-mail.com/2026/03/06/anti-war-demonstration-on-saturday-to-protest-cyprus-involvement #Cyprus #IranWar,neutral,Protest/Activism,antiwar demonstration saturday protest cyprus involvement,negative,-1.0,1.0
397,BBC Question Time with @georgemonbiot.bsky.social@bsky.brid.gy: “Is the UK being dragged into US-Israel war with Iran (full video):   #bbcqt #iranwar'Is the UK being dragged into ...,neutral,General Conflict,bic question time bskysocialbridgy u drag u israel war iran full video u drag,negative,-1.0,1.0
398,"RE: https://journa.host/@ScottLucas/116181133954451208#Israel Defense Forces: We carried out ""broad-scale wave” of 26 strikes in the Dahieh area of southern #Beirut overnightTargets included a command center of #Hezbollah executive council and a facility storing drones for attacks against Israel#Lebanon #IranWar",neutral,Military Action,defense force carry broad scale wave strike daniel area southern overnight target include command center executive council facility store drone attack israel,negative,-1.0,1.0
399,Trump urges Iranian Kurds to attack Iran as war widensIsrael says it had started a &quot;broad-scale&quot; wave of attacks against infrastructure targets in Tehran.https://www.sabcnews.com/sabcnews/trump-urges-iranian-kurds-to-attack-iran-as-war-widens/#Iran #Trump #IranWar #USA #USANews #News #IranNews,negative,Military Action,trump urge iranian kurd attack iran war widen israel say start broad scale wave attack infrastructure target tehran,negative,-0.3333333333333333,0.3333333333333333
400,US bombs Iranian drone carrier ship.#AureFreePress #News #iranwar,negative,Military Action,u bomb iranian drone carrier ship,negative,-1.0,1.0
401,"""Epstein files with claims against Trump released by US Justice Department""No wonder he wanted to start a war.https://www.aljazeera.com/news/2026/3/6/epstein-files-with-claims-against-trump-released-by-us-justice-department#Distraction #EpsteinFiles #ReleaseTheEpsteinFiles #IranWar",negative,General Conflict,epstein file claim trump release u justice department wonder want start war,positive,1.0,1.0
402,"A sustained disruption of traffic through Hormuz would not simply constitute an energy crisis. It would also represent a fertiliser shock (where prices go up dramatically and supply goes down) – and, by extension, a direct risk to global food security.#Food #FoodSecurity #Fertilisers #IranWarHow the Iran war could create a ‘fertiliser shock’ – an often ignored global risk to food prices and farminghttps://theconversation.com/how-the-iran-war-could-create-a-fertiliser-shock-an-often-ignored-global-risk-to-food-prices-and-farming-277552",neutral,General Conflict,sustain disruption traffic hormuz would simply constitute energy crisis would also represent fertiliser shock price go dramatically supply go extension direct risk global food security iran war could create fertiliser shock often ignore global risk food price farming,negative,-1.0,1.0
403,Seven days into the war - and last night was the first without a single launch from Iran.#AureFreePress #News #press #iranwar,neutral,General Conflict,seven day war last night first without single launch iran,neutral,0.0,0.0
404,"Israeli strikes hit Iran and Lebanon as US targets Iranian warship fleetDUBAI, U…#NewsBeep #News #Headlines #AliKhamenei #AliRezaArafi #BradCooper #Business #DonaldTrump #Drones #Generalnews #Governmentandpolitics #Iran #Irangovernment #iranwar #Israel #Israelgovernment #Lebanon #MasoudPezeshkian #MiddleEast #MIDEASTWARS #Militaryanddefense #mojtabakhamenei #PeteHegseth #Politics #SaudiArabiagovernment #VolkerTrk #Warandunrest #Washingtonnews #World #Worldnewshttps://www.newsbeep.com/420835/",neutral,Military Action,israeli strike hit iran lebanon u target iranian warship fleet dubai,negative,-1.0,1.0
405,Map shows dwindling shipping through Strait of Hormuz since Iran attack  https://fed.brid.gy/r/https://metro.co.uk/2026/03/06/map-shows-dwindling-shipping-strait-hormuz-since-iran-attack-27256472/,neutral,Military Action,map show dwindle ship strait hormuz since iran attack,negative,-1.0,1.0
406,Iran War Oil Shock Threatens to Unleash Wave of Global Inflation https://www.bocvip.com/1236069/iran-war-oil-shock-threatens-to-unleash-wave-of-global-inflation-2/ #AsianEconomy #BloombergBusinessweek #businessweek #CarolMassar #CrudeOilPrices #economy #EuropeInflation #EuropeanEconomy #gas #GlobalEconomy #GlobalInflation #inflation #iran #IranOil #IranOilProduction #IranWar #JenniferWelch #Mining #oil #OilPrices #TariffInflation #TimStenovec #trump #TrumpInflation,negative,General Conflict,iran war oil shock threaten unleash wave global inflation,negative,-1.0,1.0
407,🚨 Tehran Under Attackईरान की राजधानी Tehran में लगातार हमले।रिपोर्ट्स के अनुसार 1000+ मौतों की आशंका।दुनिया भर में चिंता बढ़ी।Koshi Voice#Tehran #IranWar #BreakingNews #WorldConflict #GlobalNews #KoshiVoicehttps://www.youtube.com/channel/UCCvFIWpJwQwWHKE9yzixw9A,neutral,Military Action,police car light tehran attack tehran हमलरपरटस आशकदनय ask voice,negative,-1.0,1.0
408,"An Iranian parliament member on the National Security Commission threatened on live state television to execute anyone who defies the regime, including children. ""If your children dare say a word in support of the enemy, their death sentence has been issued,"" he said.#AureFreePress #iranwar",negative,General Conflict,iranian parliament member national security commission threaten live state television execute anyone defies regime include child child dare say word support enemy death sentence issue say,negative,-0.6,0.6
409,"The suffering of civilians during war is not a new story in the Middle East. Cities have been destroyed, millions displaced, and entire generations forced to grow up in conflict zones.The latest strikes in Iran have added another chapter to this tragic history, with reports of hundreds killed and thousands wounded. �The Washington PostMany voices around the world are demanding that global powers prioritize diplomacy instead of military escalation.#IranWar #IranIsraelWar #StopTheWar #HumanRig",negative,General Conflict,suffer civilian war new story middle east city destroy million displace entire generation force grow conflict zone late strike iran add another chapter tragic history report hundred kill thousand wound washington postman voice around world demand global power prioritize diplomacy instead military escalation,negative,-1.0,1.0
410,"""The scene here in south-eastern Tehran is chaotic. A group of teenage girls sit by the roadside, their faces blank as people run past. A woman hurriedly shoves a few of her belongings into a car, carefully placing a cage with her two cockatiel birds on the passenger seat. Others rush back into damaged apartments to grab what they can: documents, electronics, a few valuables""#Iran #Tehran #IranWar #Photography #USWar #Israel https://www.theguardian.com/world/2026/mar/05/inside-tehran-under-attack-photo-essay",neutral,Military Action,scene southeastern tehran chaotic group teenage girl sit roadside face blank people run past woman hurriedly shove belonging car carefully place cage two cockatiel bird passenger seat others rush back damage apartment grab document electronics valuable,negative,-0.3333333333333333,0.3333333333333333
411,"War is often presented as a necessary action, but the reality is always brutal. The bombs dropped on cities do not distinguish between soldiers and civilians.Critics argue that Israeli strikes supported by the United States have intensified the suffering in Iran and pushed the region closer to a wider war. Each day the violence continues, more innocent lives are lost.The world should not stay silent while people are dying in conflicts driven by political interests.#IranWar #IranIsraelWar #End",negative,General Conflict,war often present necessary action reality always brutal bomb drop city distinguish soldier civilian critic argue israeli strike support united state intensify suffer iran push region closer wide war day violence continue innocent life lose world stay silent people die conflict driven political interest,negative,-0.6,0.6
412,"RE: https://journa.host/@ScottLucas/116181440636599028#Zelensky says, as US military warns of its shortage of interceptors v. protracted #Iran missile and drone retaliation""We received a request from the United States for specific support in protection. I gave instructions to provide the necessary means""#IranWar #Israel",neutral,Military Action,say u military warns shortage interceptor protract missile drone retaliation receive request united state specific support protection give instruction provide necessary mean,positive,0.3333333333333333,0.3333333333333333
413,EA-Irish Independent Podcast: 80 Years of US- #Iran Relations in 29 Minutes (Scott Lucas with Fionnán Sheahan)#IranWarhttps://eaworldview.com/2026/03/80-years-of-us-iran-relations-in-29-minutes/,neutral,General Conflict,irish independent podcast year u relation minute scott lucas fiona shea han,neutral,0.0,0.0
414,"Within hours of US-Israeli airstrikes that killed Iran’s Supreme Leader Ayatollah Ali Khamenei, Tehran imposed a near-total internet shutdown, cutting off 90 million people. Journalists now rely on VPNs, Starlink and smuggled videos—while risking arrest or even execution under new espionage laws 👇  https://www.blueprintforfreespeech.net/en/news/war-reporting-during-a-blackout@wired @WiredMiddleEast#IranWar #Starlink",negative,General Conflict,within hour u israeli airstrikes kill iran supreme leader ayatollah ali karen tehran impose near total internet shutdown cut million people journalist rely van starling smuggle video risk arrest even execution new espionage law backhand index pointing,negative,-0.5,0.5
415,"""We are removing those religious lunatics from power.""That's a video from the White House yesterday. Via Olga Nesterova https://bsky.app/profile/onestpress.onestnetwork.com/post/3mgdsl5vppk2d#USPol #Religion #Christianism #Autocracy #IranWar",negative,General Conflict,remove religious lunatic power hat video white house yesterday via olga nest nova,negative,-1.0,1.0
416,"Sri Lanka brings Iranian sailors ashore after ship sought helpCOLOMBO, Sri Lanka (AP) — Sri Lanka began transferring more than 200 sailors from an Iranian vessel to…#NewsBeep #News #BreakingNews #AbbasAraghchi #AnuraKumaraDissanayake #AsiaPacific #Boatandshipaccidents #breakingnews #Generalnews #IndianOcean #Internationalagreements #Iran #Irangovernment #iranwar #Politics #SriLanka #Worldnewshttps://www.newsbeep.com/420814/",neutral,General Conflict,sri lanka bring iranian sailor ashore ship seek help colombo sri lanka sri lanka begin transfer sailor iranian vessel,neutral,0.0,0.0
417,"Heavy attacks hit Tehran, Israeli strikes pound BeirutFollow live coverage of developments in the Middle East as the war enters its seventh day.https://www.rte.ie/news/middle-east/2026/0306/1561927-middle-east/#IranWar #Israel #Lebanon #IsraelNews #Tehran #Beirut #News #Iran #LebanonNews #IranNews",negative,Military Action,heavy attack hit tehran israeli strike pound beirut follow live coverage development middle east war enters seventh day,negative,-1.0,1.0
418,Indonesia caught between US alliance and Muslim anger over Iran war#Indonesia #IranWar #Trump #BoardOfPeace #AusNewshttps://thedailyperspective.org/article/2026-03-06-indonesia-caught-between-us-alliance-and-muslim-anger-over-iran-war-6817ff35,negative,General Conflict,indonesia catch u alliance muslim anger iran war,negative,-1.0,1.0
419,"""If we examine the origins, or what we can discern of them, we get an inkling of something rather different: a closed domain of international oligarchs, exploiting the state’s power and patriotic sentiment, while creating a world order in which the American state is much weaker, or simply ceases to function. An oligarchical corridor.""#oligarchy #IranWar #USPolitics #inequality https://substack.com/app-link/post?publication_id=310897&amp;post_id=190054356&amp;isFreemail=true&amp;r=kyt85&amp;token=eyJ1c2VyX2lkIjozNTIxNjUwMSwicG9zdF9pZCI6MTkwMDU0MzU2LCJpYXQiOjE3NzI3NTY2NDUsImV4cCI6MTc3NTM0ODY0NSwiaXNzIjoicHViLTMxMDg5NyIsInN1YiI6InBvc3QtcmVhY3Rpb24ifQ.acx1KGWwS0rrQajv2UUEdpbSLJVstokthhMyhpEHh2A",neutral,General Conflict,examine origins discern get inkling something rather different close domain international oligarch exploit state power patriotic sentiment create world order american state much weak simply cease function oligarchical corridor,negative,-0.42857142857142855,0.42857142857142855
420,"Turkey fears it will pick up the bill for Washington&#39;s war in IranTurkish President Recep Tayyip Erdogan is intensifying diplomatic efforts to end the Iran war after an Iranian missile was shot down approaching Turkey. The country worries it could be among those most affected by the conflict, as rising oil prices threaten the nation’s fragile economy and a potential Iranian [...]https://www.rfi.fr/en/podcasts/international-report/20260305-turkey-fears-it-will-pick-up-the-bill-for-washington-s-war-in-iran#USANews #Turkey #News #USA #TurkeyNews #IranWar #IranNews #Iran #Washington",negative,Military Action,turkey fear pick bill washington war iran turkish president recap sayyid brogan intensify diplomatic effort end iran war iranian missile shot approach turkey country worry could among affected conflict rise oil price threaten nation fragile economy potential iranian,negative,-0.6666666666666666,0.6666666666666666
421,US sinks warship as Trump warns Iran: ‘Surrender or face guaranteed death’  https://fed.brid.gy/r/https://metro.co.uk/2026/03/06/us-sinks-warship-trump-warns-iran-surrender-face-guaranteed-death-27255668/,negative,General Conflict,u sink warship trump warn iran surrender face guarantee death,negative,-0.2,0.2
422,Emergency alert sent to people in Dubai ‘to seek immediate shelter’ over ‘missile threats’  https://fed.brid.gy/r/https://metro.co.uk/2026/03/06/emergency-alert-sent-people-dubai-to-seek-immediate-shelter-missile-threats-27255844/,negative,Military Action,emergency alert sent people dubai seek immediate shelter missile threat,negative,-1.0,1.0
423,This Is Even Dumber And Crazier Than The Iraq War: https://open.substack.com/pub/caitlinjohnstone/p/this-is-even-dumber-and-crazier-than?utm_campaign=post-expanded-share&amp;utm_medium=web#freeiran#vietnamwar#iraqwar#iranwar#usdisaster,negative,General Conflict,even dumber crazy iraq war,negative,-1.0,1.0
424,"Ansarallah official says Yemen in ‘declared state of war’  Ali al-Imad, head of Yemen’s Central Organization for Control and Auditing and member of the Ansarallah political bureau, told&nbsp;The Cradle&nbsp;in an exclusive interview on 4 March that Sanaa is already in a “declared state of war.”His comments signal potential intervention from Yemen, at some point, in the ongoing regional war sparked by the US-Israeli aggression on Iran.“Sanaa considers itself to be in a declared state of war, and the decision to escalate depends on battlefield conditions,” he said when asked about opening a front.Asked about why Sanaa’s forces have not already entered the fight directly, Imad told&nbsp;The Cradle:“From the very first day, the leader of Ansarallah, Sayyed Abdul Malik al-Houthi, announced our full readiness for confrontation. We consider ourselves to be in a declared state of war and confrontation, but determining the time and place of engagement is subject to the leadership’s decision and the conditions of the battle. We believe we are one front, and we fight our enemies only within a unified collective path.”He responded to speculation that Yemen’s position is linked to Gulf states directly entering the war offensively by saying that this “battle is not Arab versus Arab, nor is it between Islamic countries.”“The confrontation is with the US, with its direct military presence and its roles in the region. We do not link our position to any Gulf decision, and there has been no bilateral communication or offers from those regimes, nor could we accept such things,” he went on to say.“We consider standing with Iran a religious and national duty because it is on the front line confronting a project that targets the entire region, whether under the banner of ‘Greater Israel’ or the ‘New Middle East.’ We will remain steadfast in supporting the Axis of Resistance in confronting Israel, the US, and some western countries,” he added.The Cradle&nbsp;also asked the Ansarallah member if the delay in Yemeni military intervention was Sanaa’s decision, or if Yemen was waiting for a decision or request from the Axis of Resistance.“The path is one, and coordination exists within a unified front. The Yemeni decision is strongly present, but it is part of a broader vision based on acting as one nation confronting a single enemy. Victory can only be achieved through integration and coordination.”When questioned about Yemen’s red lines, he said, “Our strategy is based on clear phases of escalation. When the enemy crosses certain lines, we move to a new stage.”“This approach has been tested and proven effective, and it was previously adopted in the support front in support of Gaza.”After the genocide started in Gaza in 2023, the Ansarallah-led Yemeni Armed Forces (YAF) was among the first groups to intervene militarily – alongside Lebanon’s Hezbollah and Iraqi resistance factions.The YAF implemented an unprecedented naval blockade on Israel, and began to target vessels linked to Israeli interests or those which were en route to Israeli ports. The operations inflicted a major blow to global shipping and the Israeli economy, while European and US naval deployments failed to deter Sanaa.Yemen also targeted&nbsp;Washington’s warships, with US officials saying at the time that it was the most intense naval combat since World War II.US President Donald Trump launched a major war against Yemen in March 2025, killing hundreds of civilians in a massive bombing campaign that failed to prevent the YAF from continuing its operations.The interview with Imad comes as Iran launches non-stop drone and missile operations against Israeli targets and US bases in the Gulf, in response to the unprovoked&nbsp;war&nbsp;initiated by Washington and Tel Aviv against Tehran days ago.Iraqi resistance factions have also targeted US bases with drones.Hezbollah has begun military operations as well and has targeted several Israeli Merkava tanks on the Lebanese southern&nbsp;border.Joint rocket and missile barrages by Hezbollah and Iran were launched toward Israel on Wednesday for the first time.source: The Cradle  https://abolitionmedia.noblogs.org/?p=29465  #ansarallah #iranWar #palestine #resistance #westAsia #yemen",neutral,Military Action,anna allah official say yemen declare state war ali al mad head yemen central organization control audit member anna allah political bureau tell blythe cradle spin exclusive interview march sanaa already declare state war comment signal potential intervention yemen point ongoing regional war spark u israeli aggression iran sanaa considers declare state war decision escalate depend battlefield condition say ask open front ask san force already enter fight directly mad tell blythe cradle first day leader anna allah sayyid abdul mali also announce full readiness confrontation consider declare state war confrontation determine time place engagement subject leaderships decision condition battle believe one front fight enemy within unified collective path respond speculation yemen position link gulf state directly enter war offensively say battle arab versus arab islamic country confrontation u direct military presence role region link position gulf decision bilateral communication offer regime could accept thing go say consider stand iran religious national duty front line confront project target entire region whether banner great israel new middle east remain steadfast support axis resistance confront israel u western country add cradle also ask anna allah member delay yemeni military intervention san decision yemen wait decision request axis resistance path one coordination exist within unified front yemeni decision strongly present part broad vision base act one nation confront single enemy victory achieve integration coordination question yemen red line say strategy base clear phase escalation enemy cross certain line move new stage approach test proven effective previously adopt support front support gaza genocide start gaza near allay yemeni arm force yak among first group intervene militarily alongside lebanon hezbollah iraqi resistance faction yak implement unprecedented naval blockade israel begin target vessel link israeli interest route israeli port operation inflict major blow global shipping israeli economy european u naval deployment fail deter sana yemen also targetednbspwashingtons warships u official say time intense naval combat since world war pius president donald trump launch major war yemen march kill hundred civilian massive bomb campaign fail prevent yak continue operation interview mad come iran launch nonstop drone missile operation israeli target u base gulf response unprovokednbspwarnbspinitiated washington tel avid tehran day ago iraqi resistance faction also target u base drone hezbollah begin military operation well target several israeli kava tank lebanese southernnbspborderjoint rocket missile barrage hezbollah iran launch toward israel wednesday first time source cradle,negative,-0.4146341463414634,0.4146341463414634
425,The US's war with Iran is looking just like the Vietnam War. The US lost the Vietnam War. Vietnam was an ally of China and the Soviet Union at that time.https://en.wikipedia.org/wiki/Vietnam_War#freeiran#china#vietnamwar#iranwar#deathofusempire,neutral,General Conflict,u war iran look like vietnam war u lose vietnam war vietnam ally china soviet union time,neutral,0.0,1.0
426,Martyn Turner @turnercartoons on #Iran #IranWar #MiddleEastConflict – political cartoon gallery in London original-political-cartoon.com,neutral,General Conflict,martin turner political cartoon gallery london originalpoliticalcartooncom,neutral,0.0,0.0
427,However Trump thinks that the people he has sent to die are suckers and losers so he doesn't care. #Trump #iranwar https://people.com/trump-says-i-guess-americans-should-worry-about-iran-attacks-11920588,negative,Military Action,however trump think people send die sucker loser care,negative,-0.5,0.5
428,Steven Camley @CamleyCartoons on Donald #Trump and Keir #Starmer #Iran #IranWar #MiddleEastConflict #TrumpWar #Churchill @heraldscotland – political cartoon gallery in London original-political-cartoon.com,neutral,General Conflict,steven cam ley donald kerr political cartoon gallery london originalpoliticalcartooncom,neutral,0.0,0.0
429,"RE: https://journa.host/@ScottLucas/116181133954451208#Canada: We may assist defense of Gulf States v. Iranian retaliation, but will not join US- #Israel war on #Iran Head of Canadian military: “Any operation would have to be within that zone of self-defense”#IranWar",neutral,General Conflict,may assist defense gulf state iranian retaliation join u war head canadian military operation would within zone self defense,neutral,0.0,0.0
430,"""Time and again, Israel has used massive firepower on civilian infrastructure and residential areas to break the will of a society ..so that the population would expend their energies on survival rather than resistance.This is what Hegseth and Rubio are now declaring as Washington’s war aims in Iran. A wilful, savage demonstration of mass destruction to no purpose other than the demonstration itself""#Iran #Israel #US #IranWarhttps://www.jonathan-cook.net/blog/2026-03-05/iran-israel-military-cult-us-grip/",negative,General Conflict,time israel use massive firepower civilian infrastructure residential area break society population would expend energy survival rather resistance seth rubin declare washington war aim iran wilful savage demonstration mass destruction purpose demonstration,negative,-0.6,0.6
431,"The price of diesel in Germany has climbed to more than €2 ($2.32) per litre as a result of the war in Iran, the ADAC automobile association said on Wednesday.https://dmarketforces.com/diesel-passes-e2-ltr-in-germany-over-u-s-iran-war/#Diesel #Germany #IranWar",neutral,General Conflict,price diesel germany climb per litre result war iran adam automobile association say wednesday,neutral,0.0,0.0
432,I see that Trump is using the Iran war as an excuse to give his mate Putin a helping hand with fighting his war in Ukraine.https://www.cnbc.com/2026/03/06/us-india-waiver-russian-oil-iran-war-energy-supply-worries-.html#Trump #PutinsPuppet #IranWar #RussianOil #UkraineWar,negative,General Conflict,see trump use iran war excuse give mate putin help hand fight war ukraine,neutral,0.0,1.0
433,"Wars often begin with political speeches, but their consequences are written in the lives of ordinary people.In the current Iran conflict, critics say Israel’s military campaign and the support it receives from the United States have intensified the crisis and increased civilian suffering.The world must ask whether endless wars can ever bring stability to a region that has already endured so much violence.#IranWar #IranIsraelWar #Peace #Justice",neutral,General Conflict,war often begin political speech consequence write live ordinary people current iran conflict critic say israel military campaign support receives united state intensified crisis increase civilian suffering world must ask whether endless war ever bring stability region already endure much violence,negative,-0.3333333333333333,0.3333333333333333
434,"Donald Trump says US wants to be involved in choosing Iran&#39;s next leader as conflict spreadsDonald Trump insists he has a say in picking Iran&#39;s next supreme leader, as the conflict reverberates throughout the region.https://www.sbs.com.au/news/article/donald-trump-wants-a-say-in-irans-next-leader-as-war-spreads-to-azerbaijan/74e9m7qia#IranWar #IranNews #Iran #News #Trump #USANews #USA",neutral,General Conflict,donald trump say u want involve choose iran next leader conflict spread donald trump insists say pick iran next supreme leader conflict reverberate throughout region,positive,0.2,0.2
435,2 of 3 of his predictions has proved. Waiting for the last one.Professor Jiang Warns US Will LOSE Iran War https://youtube.com/shorts/TQ6_QezaTj8?si=6bNwnOuspwFus7k4#us #iranWar #iran,negative,General Conflict,prediction prove wait last professor kiang warns u lose iran war,negative,-1.0,1.0
436,"Behind every headline about war are real human stories: a mother searching for her child, families fleeing their homes, communities turned into ruins.Reports of massive airstrikes in Iran have sparked outrage among many observers who accuse Israel and the United States of using overwhelming military force without regard for the humanitarian consequences.History will judge how the world responded to this crisis. Silence in the face of suffering is never neutral.#IranWar #IranIsraelWar #Justice",negative,General Conflict,behind every headline war real human story mother search child family flee home community turn ruin report massive airstrikes iran spark outrage among many observer accuse israel united state use overwhelming military force without regard humanitarian consequence history judge world respond crisis silence face suffer never neutral,negative,-1.0,1.0
437,Israel’s military chief warns the operation against Iran is moving to the “next phase” as fresh airstrikes hit Tehran and US forces reportedly strike an Iranian drone carrier amid escalating Middle East conflict. https://english.mathrubhumi.com/news/world/israel-iran-conflict-enters-next-phase-warns-israeli-military-chief-massive-attack-rocks-tehran-nihg0jsa?utm_source=dlvr.it&amp;utm_medium=mastodon #IranIsraelWar #MiddleEastConflict #IranWar #IsraelDefenseForces,negative,Military Action,israel military chief warns operation iran move next phase fresh airstrikes hit tehran u force reportedly strike iranian drone carrier amid escalate middle east conflict,negative,-0.3333333333333333,0.3333333333333333
438,"—&gt;&gt; #JimmyKimmel ⦁ #JimmyKimmelLive &lt;&lt;—  #TRump Fires #KristiNoem  Missing #EpsteinFiles Published  #Republicans Play Both-Sides of #IranWar  #Comedy #Humour #Humor #Pol #Politics #GeoPolitics #WorldNews #News #AusPol #CdnPoli #EUpol #NZpol #UKpol #USpol youtu.be/xIPwqM2Wyr4Trump Fires Kristi Noem, Missi...",neutral,General Conflict,get lilt fire miss publish play side youtubexipwqmwyrtrump fire kristi poem miss,negative,-1.0,1.0
439,"Interesting, someone (Iran?) broadcasting English anti-Trump content on 11780Mhz, you can hear it on SDR in Europe.  Looks like it's technically the ""IRIB Voice of I.R. Iran"". Wondering who they are replaying (American accents... but who knows nowadays with AI).  US, UK consider them hostile propaganda, including sanctions and criminal charges against anyone caught working with that shortwave channel. #shortwave  #IranWar",neutral,General Conflict,interest someone iran broadcast english anti trump content mhz hear sir europe look like technically iris voice iran wonder replay american accent know nowadays u u consider hostile propaganda include sanction criminal charge anyone catch work shortwave channel,positive,0.14285714285714285,0.14285714285714285
440,—&gt;&gt; #JimmyKimmel ⦁ #JimmyKimmelLive &lt;&lt;—#TRump Fires #KristiNoemMissing #EpsteinFiles Published#Republicans Play Both-Sides of #IranWar#Comedy #Humour #Humor#Pol #Politics #GeoPolitics #WorldNews #News#AusPol #CdnPoli #EUpol #NZpol #UKpol #USpolhttps://youtu.be/xIPwqM2Wyr4,neutral,General Conflict,get lilt fire publish play side,neutral,0.0,0.0
441,Six American soldiers killed in Iran strike; war casts shadow over Western alliance#IranWar #USMilitary #MiddleEast #AusNewshttps://thedailyperspective.org/article/2026-03-06-six-american-soldiers-killed-in-iran-strike-war-casts-shadow-over-western-allian-dbf65e49,negative,General Conflict,six american soldier kill iran strike war cast shadow western alliance,negative,-1.0,1.0
442,A look at the Kurds and their relationships in the Middle EastBRUSSELS (AP) — Thousands of battle-hardened Kurds in northern Iraq are preparing for a potential cross-border military opera…#NewsBeep #News #Headlines #AbdullahMohtadi #DonaldTrump #Generalnews #george-w-bush #gerald-ford #Iran #Irangovernment #iranwar #Iraq #Iraqgovernment #Islam #KhalilNadiri #Politics #Rebellionsanduprisings #RonaldReagan #SaddamHussein #U.S.news #Warandunrest #World #Worldnewshttps://www.newsbeep.com/420548/,neutral,General Conflict,look kurd relationship middle east brussels thousand battle harden kurd northern iraq prepare potential cross order military opera bush ford news,negative,-1.0,1.0
443,NHK News: Trump hints at taking actions on Cuba after Iran military operations endhttps://www3.nhk.or.jp/nhkworld/en/news/20260306_10/#USPol #IranWar #Cuba,neutral,General Conflict,news trump hint take action cuba iran military operation end,positive,1.0,1.0
444,"Interview: &quot; We already are in a scenario where the US has lost control of this war&quot;&quot;Iran is the weaker party, but it has the capability to create a much longer mayhem than envisioned by the US &amp; Israel.&quot;~Political scientist Vali Nasrhttps://www.aljazeera.com/video/the-bottom-line/2026/3/4/iran-war-redrawing-the-map-of-the-middle-east-israeli-style #USPol #EUPol #IranWar #USImperialism #news #USIsraeliCrimes .",neutral,General Conflict,interview already scenario u lose control war iran weak party capability create much long mayhem envision u amp israel political scientist valid nash,negative,-0.3333333333333333,0.3333333333333333
445,Africa: The Iran War and Global Trade - Will the Cape Route Become the New Normal?: [The Conversation Africa] Events in the Middle East during February and March 2026 again disrupted the flows of shipping trade to the eastern and western spheres of the international system. http://newsfeed.facilit8.network/TRKVHL #Africa #IranWar #GlobalTrade #ShippingTrade #CapeRoute,neutral,General Conflict,africa iran war global trade cape route become new normal conversation africa event middle east february march disrupt flow ship trade eastern western sphere international system,negative,-1.0,1.0
446,"The images coming from Iran today are heartbreaking: destroyed neighborhoods, injured civilians, and families searching for loved ones.Reports say the conflict has already killed more than a thousand people and left thousands wounded in just a short period of time. �The Business StandardMany observers believe that if diplomacy is not prioritized, the conflict could spread further across the Middle East.#IranWar #IranIsraelWar #MiddleEastConflict #StopWar",negative,General Conflict,image come iran today heartbreaking destroy neighbourhood injured civilian family search love one report say conflict already kill thousand people leave thousand wounded short period time business standard observer believe diplomacy prioritize conflict could spread across middle east,negative,-0.6666666666666666,0.6666666666666666
447,"#EtymologyNerd #Iran #IranWar #Genocide #USPol #PoliticsNot only is #Trump still supporting the genocide perpetrated by #Israel, he’s also now doing everything he can to not be outdonehttps://youtube.com/shorts/xRNCQbWLZww?si=Pc0BI065APZ_2UOJ",negative,General Conflict,still support genocide perpetrate he also everything outdone,positive,0.3333333333333333,0.3333333333333333
448,"RT: @barbaraslavin1 . key point re #Iranwar @potus would be satisfied with a #Venezuela solution for #Iran; Bibi prefers a #Libya model of chaos, civil war and fragmentation. At what point will Trump see that  U.S. and #Israeli aims diverge and what will he do about it? @NPRinskeep @TomGoldstone",neutral,General Conflict,key point would satisfy solution bib prefers model chaos civil war fragmentation point trump see u aim diverge,positive,0.5,0.5
449,"I buy home heating oil for my workplace. Price jump 80 cents a gallon in four days, thanks to Trump's War of Stupidity to Distract from his bff Epstein and child rapists.#Trumpflation #IranWar#epstein_files",negative,General Conflict,buy home heating oil workplace price jump cent gallon four day thanks trump war stupidity distract epstein child rapist,negative,-0.3333333333333333,0.3333333333333333
450,Iran is the only country fighting a war against 16 countries at once.  Allahu Akbar.#sheikhmdhossain #IranWar #Iranian #IStandWithIran #Khamenei,negative,General Conflict,iran country fight war country allah akbar,neutral,0.0,0.0
451,Bagley Cartoon: Jesus Take the Wheelhttps://www.sltrib.com/opinion/bagley/2026/03/05/bagley-cartoon-jesus-take-wheel/#uspol #IranWar #religion,neutral,General Conflict,bailey cartoon jesus take wheel,neutral,0.0,0.0
