row_id,sentiment_text,ground_truth
283,Fleeing private #jets: what a #metaphor for something at this pointhttps://www.euronews.com/2026/03/05/stark-global-inequality-calls-for-taxes-on-private-jets-grow-louder-as-uber-wealthy-flee-d #climate #climatechange #dubai #iran #iranwar #airquality,neutral
284,"5885 kHz: Iran International has been completely missing from #shortwave for a few hours as 12110 was inactive and 17900 was on, but obviously it's more of a daylight-hours thing... but there it is, actually off-freq to 5885.3 🤨 no jamming. #shortwave #Iran #IranWar #WARINIRAN",negative
285,#IranWar #americanempire #israhell https://open.substack.com/pub/dropsitenews/p/iran-denies-trump-united-states-negotiations-new-supreme-leader-israel-bombing-tehran?utm_source=share&amp;utm_medium=android&amp;r=e2vg1,neutral
286,"Trump's buddy, Putin, is giving assistance to Iran's war effort by providing it with Intel on US military targets. -CNN Chiron  Chickens coming home to roost is putting it very, very mildly.   #Iran #IranWar #NationalSecurity",negative
287,"Trump's buddy, Putin, is giving assistance to Iran's war effort by providing it with Intel on US military targets.-CNN ChironChickens coming home to roost is putting it very, very mildly. #Iran #IranWar #NationalSecurity",negative
288,If I told you Trump wanted to rename Iran and call it Trumpington after himself would you even be surprised?#Trump #iranwar #trumpington,neutral
289,Why are wealthy Dubai residents stuck abroad racing back to the UAE?  https://fed.brid.gy/r/https://metro.co.uk/2026/03/06/wealthy-dubai-residents-stuck-abroad-racing-back-uae-27260209/,neutral
290,How fuel prices have surged since start of Iran war  https://fed.brid.gy/r/https://metro.co.uk/2026/03/06/fuel-prices-surged-since-start-iran-war-27261124/,negative
291,"Oil is 36% more expensive in one month due to Trump&#39;s illegal war, UK mortgage rates have already risen with inflation sure to follow, brakes on trade, business confidence, energy price hikes are all now certain. An economic doom spiral is starting as the BBC confirms the US and #Israel are bombing schools, hospitals and cultural sites in war crime upon war crime.#KierStarmer walked the UK right into this by kowtowing to Trump. They should all be prosecuted by the #ICC. #IranWar #Iran",negative
292,Marina Hyde nails it of course.#iranwar https://www.theguardian.com/commentisfree/2026/mar/06/iran-war-britain-us-israel-keir-starmer-donald-trump-benjamin-netanyahu,neutral
293,"US applauds Israel: 'We knew they were good, but we didn't know how good'  https://fed.brid.gy/r/https://www.israelhayom.com/2026/03/06/us-applauds-israel-we-knew-they-were-good-but-we-didnt-know-how-good/",neutral
294,Russia aiding Iran with intelligence on US military assets  https://fed.brid.gy/r/https://www.israelhayom.com/2026/03/06/russia-aiding-iran-with-intelligence-on-us-military-assets/,neutral
295,"Well. So not only are oil prices doing a mooonshot — and this will continue — but today’s jobs report? Disastrous.But Trump will just keep digging in. When the Iranians blow up a tanker, and they very likely will, the “US agency to create $20bn reinsurance facility for Gulf shipping” will when this happens, use taxpayer money to reimburse ship owners. 🖕🏻🖕🏻🖕🏻#USPolitics #IranWar #Trump",negative
296,"Trump: No deal with Iran, only unconditional surrender  https://fed.brid.gy/r/https://www.israelhayom.com/2026/03/06/trump-no-deal-with-iran-only-unconditional-surrender/",negative
297,"When you push em to hurry up, corners get cut, lives get lost  PLAN BETTER: that's the better approach and the real solution  Also, don't start wars you're not ready for  Better yet, don't start wars, full stop. 3  #Iran #IranWar",negative
298,"The result was the Brewster Buffalo, a WWII fighter plane that quickly earned the nickname ""The Flying Coffin""  It also resulted in a saying often cited in my family: ""Good enough for govt work""  It was a sardonic joke, carried over no doubt from my grandpa who worked for Brewster 2  #Iran #IranWar",neutral
299,"Trump is calling on #DoD Contractors to ""more speedily fulfill"" the need for more munitions.   They def don't know WWII history.  Brewster - then the premier maker of auto bodies - was told to cut costs or lose their DoD contract.  They did - to disastrous effect. 1  #Iran #IranWar #USpol",negative
300,“Who _had_ the cards?”#Trump#USA #iranwar https://www.destentor.nl/buitenland/trump-voert-oorlog-tegen-iran-maar-munitie-slinkt-nu-smeekt-hij-bij-europa-en-oekraine~a618f244/,neutral
301,"We are now at war with Iran. Why? What changed?  The latest Epstein files are a story that won’t go away for Trump, despite his best efforts to distract us from them. The latest are ricocheting across the internet, including with the president’s QAnon base. The Justice Department apparently tried to hide these files from the public, which has led many people to ask why. Now we know, and it’s truly bad for #Trump #Pedophile #USA #EpsteinFiles #children #Epstein #IRanwar #War #America #Justice",negative
302,It&#39;s being reported that China is providing military equipment to Iran. #IranWarIran Signals Deeper Support from Russia and China in War with the U.S. and Israel - Robert Lansing Institutehttps://lansinginstitute.org/2026/03/06/iran-signals-deeper-support-from-russia-and-china-in-war-with-the-u-s-and-israel/,neutral
303,"""Something has gone terribly wrong in our system of checks and balances🚨when a lawmaker, frightened of the president, demands anonymity to say -he's🚨🚨🚨 worried POTUS may have triggered ""doomsday"" by launching a poorly planned war.""-A Day#MafiaDon #Fascism #Republicans #IllegalWar #IranWar #Lawless #TrumpRegime #Kakistocracy #Doomsday #Protest #NoKings #Uprising #USPolhttps://www.ft.com/content/e24fec42-3fd1-4a53-bca8-59a1abd42395",negative
304,"It was a sardonic joke. Carried over no doubt from my grandfather who worked for BrewsterWhen you push em to hurry up, corners get cut, lives get lostPLAN BETTER: that's the better approach and the real solutionAlso, don't start wars you're not ready forBetter yet, don't start wars, full stop.2#Iran #IranWar",neutral
305,"Trump is calling on #DoD Contractors to ""more speedily fulfill"" the need for more munitions. They def don't know WWII history.Brewster - then the premier maker of auto bodies - was told to cut costs or lose their DoD contract.They did - to disastrous effect.The result was the Brewster Buffalo, a WWII fighter plane that quickly earned the nickname ""The Flying Coffin"" It also resulted in a saying often cited in my family: ""Good enough for govt work""1#Iran #IranWar #USpol",neutral
306,"Oh oh, VOA Farsi is missing from #shortwave! 😱  7590 - missing 9915 - missing 11575 - carries Radio Farda instead, at least from 1400z  1548 still has VOA w/ Iranian Bubble Jammer now actually on *1548*  #shortwave #mediumwave #Iran #IranWar #WARINIRAN",neutral
307,Christian Adams @Adamstoon1 on #Iran #IranWar #KeirStarmer #Churchill #MiddleEastConflict @Telegraph – political cartoon gallery in London original-political-cartoon.com,neutral
308,"At 1744z, look at this!  Radio Farda will likely stay permanently on 7470 via Kuwait, while the other relay nearby via UZB will keep changing freqs to evade #jamming  2h ago, 7470 attracted the Bubble Jammer, 7520 did not  Now, 7470 is NOT jammed, while 7490 is!  #shortwave #Iran #IranWar #WARINIRAN",neutral
309,The Wartime Role of Iran’s “Axis”: Countering Proxy and Terrorist Threats | The Washington Institute #IranWar https://www.washingtoninstitute.org/policy-analysis/wartime-role-irans-axis-countering-proxy-and-terrorist-threats,neutral
310,"""10-yr-old Iranian child in Minab recounts the strike that💔killed her 11-yr-old brother &amp; their teacher mother.""-Clash Report""State TV carried🚨images showing a large crowd of mourners in Minab weeping over what appear to be bodies wrapped in white shrouds. Other images released by state media on Tues show individuals preparing💔coffins draped in the Iranian flag --some bearing photographs of children.""#Hegseth must resign, Trump: impeached‼️#WarCrimes #IranWar #USPolhttps://www.cbsnews.com/news/iran-girls-school-alleged-strike/",negative
311,Trump Demands Final Say in Selecting Iran’s Future Leader  Trump administration officials have previously denied that regime change was a goal of their war on Iran.  https://murica.website/2026/03/trump-demands-final-say-in-selecting-irans-future-leader/,negative
312,"Radar bases housing key US missile interceptor hit in Jordan, Saudi Arabia, and UAE, satellite images showhttps://www.cnn.com/2026/03/05/middleeast/radar-bases-us-missile-defense-iran-war-intl-invs#IranWar",neutral
313,"1368 kHz: Studio 13 in Thessaloniki🇬🇷 alone on the freq w/ Greek music and IDs by YL &amp; OM @ 1732z, as IRIB Radio Golestan is missing. #mediumwave #mwdx #Iran #IranWar #WARINIRAN",neutral
314,"RE: https://journa.host/@ScottLucas/116181133954451208Leaders of #Iraq and Iraqi #Kurdistan publicly oppose US plans to support cross-border incursion by Iranian Kurdish peshmerga into western #Iran""Iraqi territory must not be used as a launching point for attacks against neighboring countries”#IranWar",negative
315,"Iran spent years fostering proxies in Iraq. Now, many aren’t eager to join the war | Reuters #IranWar https://www.reuters.com/investigations/iran-spent-years-fostering-proxies-iraq-now-many-arent-eager-join-war-2026-03-06/ https://www.reuters.com/investigations/iran-spent-years-fostering-proxies-iraq-now-many-arent-eager-join-war-2026-03-06/?utm_source=Sailthru&amp;utm_medium=Newsletter&amp;utm_campaign=One-Essential-Read&amp;utm_term=030626&amp;lctg=68a722f18ccd7509680aca38",negative
316,Operational secrecy kept the US from making evacuation plans – and that means Americans in the Mideast could wait days #IranWar https://theconversation.com/operational-secrecy-kept-the-us-from-making-evacuation-plans-and-that-means-americans-in-the-mideast-could-wait-days-277578 https://theconversation.com/operational-secrecy-kept-the-us-from-making-evacuation-plans-and-that-means-americans-in-the-mideast-could-wait-days-277578?oref=d_brief_nl&amp;utm_source=Sailthru&amp;utm_medium=email&amp;utm_campaign=The%20D%20Brief:%20March%206%2C%202026&amp;utm_term=newsletter_d1_dbrief,neutral
317,#IranWar #PoliticalSpin #UselessWar #DeathOfTheInnocents #trump,neutral
318,"”The same families appear, again and again, in a transnational crime network that profits off war. …the Iran War can only remind one of Epstein and Maxwell, for many of the same people tied to them are also tied to this war.”—Sarah Kendzior, The No World Order#trump #epstein #maxwell #iran #iranwar",neutral
319,#AbortionIsHealthcare #AbortionRights #IranWar,neutral
320,"""Had seen unconfirmed reports that #Iran DESTROYED A HUGE, EXPENSIVE RADAR SYSTEM CENTRAL TO Patriot/THAAD in #Qatar:🚨here Foreign Policy casually CONFIRMS IT, says it'll🚨TAKE 5-8 YRS TO REBUILD, &amp; that another destroyed in #Bahrain will take 12-24 months to replace.""-R Seymour""The🚨1st 36 hrs of the US-Israeli campaign agst #Iran consumed &gt;3,000 precision-guided munitions &amp; interceptors, exposing a CRITICAL VULNERABILITY in the #SupplyChain.""-FP #IllegalWar #Economy #Drones #IranWar #USPol",negative
321,"""Amazon outages reported as customers complain of pricing issues and problems at checkout""[ War to Ignore Epstein Files: Iran targets data centres ]https://ca.news.yahoo.com/amazon-reported-down-customers-complain-201459250.html#iran #iranWar #children #warcimes",negative
322,"RE: https://journa.host/@ScottLucas/116181133954451208UN High Commission for Human Rights Türk: Concern over #Israel airstrikes and forced evacuations in #Lebanon""Serious concern under international humanitarian law and in particular when it comes to issues around forced transfer”Estimated 100,000 people have fled their homes#IranWar",neutral
323,"#iran #iranwar #oil #gasoline #gop #republican #oligarchs #aaronrupar In situations like this war in Iran we all have to make sacrifices, right?https://substack.com/@aaronrupar/note/c-223970633?r=17qxua&amp;utm_medium=ios&amp;utm_source=notes-share-action",neutral
324,Updates:1- Adios Noem &amp; Lewandowski1-Pam Bondi- Subpoenaed 2- #TrumpEpsteinFiles- distractions are not working3-All 21 Cases in Cook County THROWN OUT4-ECONOMY IS CRASHING5- #IranWar casualties (if accurate?):A- https://x.com/thefinancenthu/status/2029956928575840282?s=46&amp;t=hjYVjCqmaAvU8tWNPdknIAB-https://open.substack.com/pub/dworkin/p/trump-fails-at-every-turn-bondi-subpoenaed?r=x9iw&amp;utm_medium=ios,neutral
325,Updates:1- Adios Noem &amp; Lewandowski1-Pam Bondi- Subpoenaed 2- #TrumpEpsteinFiles- distractions are not working3-All 21 Cases in Cook County THROWN OUT4-ECONOMY IS CRASHING5- #IranWar casualties (if accurate?):A- https://x.com/thefinancenthu/status/2029956928575840282?s=46&amp;t=hjYVjCqmaAvU8tWNPdknIAB-https://open.substack.com/pub/dworkin/p/trump-fails-at-every-turn-bondi-subpoenaed?r=x9iw&amp;utm_medium=ios,neutral
326,"#IranWar #iran #russia #trump “Russia is providing Iran with intelligence about the locations and movements of American troops, ships and aircraft, according to multiple people familiar with US intelligence reporting on the issue, the first indication that Moscow has sought to get involved in the war.”https://www.cnn.com/2026/03/06/politics/russia-aiding-iran-targeting?cid=ios_app",neutral
327,"864 kHz: new #clandestine to #Iran, likely via Yerevan-Gavar🇦🇲. I think it IDed as Radio Iran-e Azad. Fair signal, more or less QRM de NMA Holy Quran 🇪🇬  Captured on a live stream ▶️ youtube.com/live/AfzWY9j...  #mediumwave #Iran #IranWar #WARINIRAN[SW] LIVE: Iran War monitoring...",neutral
328,"12110 kHz: Iran International is missing from this freq, and so is the #jammer 😳  Not much in the area of BBC in English on 12095, via Oman to East Africa.  #shortwave #Iran #IranWar #WARINIRAN",neutral
329,1https://www.youtube.com/playlist?list=PLX0KaHAGfwRriEtW1m_xa5OC0YGgyqmT-The Partisans Radio2https://www.youtube.com/playlist?list=PLX0KaHAGfwRotIECh7E_6YFn2TCRny9duSister Rosetta Selections 03-06-26 #discerningdem #radio #music #musik #musica #musique #news #newsletter #iran #iranWar #iranAttacks,neutral
330,EA on TVP World: From #Ukraine to #Iran and Back Again (Scott Lucas with Sascha Fahrbach)#UkraineWar #Russia #IranWarhttps://eaworldview.com/2026/03/ukraine-to-iran-and-back-again/,neutral
331,⚠️ Unidentified US armed forces burn an Iraqi man with his vehicle in #Najaf desert.#news #iranwar #usa,negative
332,"The Middle East has experienced decades of conflict shaped by global power struggles. From Iraq to Syria to Gaza and now Iran, civilians have repeatedly found themselves trapped in wars they never chose.The current military campaign by Israel and the United States has already caused massive casualties and damage across Iran. �The Business StandardFor many critics, this raises an uncomfortable truth: the biggest victims of geopolitical conflicts are almost always ordinary people.#IranWar #Ira",negative
333,"7520 kHz: another additional Radio Farda freq, and it seems that's the Tashkent one! QRMed by strong CW on 7521 kHz for a moment, off now.  So right now, Radio Farda can be heard on the following freqs (* indicates #jamming): 1395 5860 7470* 7520 11575 13755*  #shortwave #Iran #IranWar #WARINIRAN",neutral
334,"There is no plan for what comes after in Iran, because they do not care about an ""after."" The death and destruction are not means to an end—they are the end. Any pause that follows would be nothing more than a breath between one wave of suffering and the next.#Iran #IranWar #USImperialism",negative
335,"Guardian: ""US lost 92,000 jobs in February just before Trump joined Iran conflict""Me: plus Epstein-Files #iranwar #TrumpWar #JobLoss #EpsteinFiles https://www.theguardian.com/business/2026/mar/06/february-jobs-report",neutral
336,"The current Internet shutdown in Iran is in its 7th day.A small amount of traffic continues to trickle out of Iran for whitelisted individuals and services, for everyone else, almost no connectivity whatsoever.#IranWar #DigitalBlackoutlran",negative
337,They changed the &quot;Department of Defense&quot; to &quot;Department of War&quot; but then they insist they aren&#39;t actually doing war. The GOP congress (and even a lot of Dems) are happy to go along with this farce.When we run out of interceptor missiles and start taking high casualties I&#39;m sure they all will have always been against this.#EpsteinWar #IranWar #WW3,negative
338,Waiting for the Paedo  Trump to declare war on the Moon....#USPOL #USPolitics #IranWar #Cuba #trump #EpsteinClass #WWIII,neutral
339,"Israel expands the war on Iran, ordering mass displacement in Lebanon - World Socialist Web Site#IranWar #NoWarAgainstIran!https://www.wsws.org/en/articles/2026/03/05/fnxt-m05.html",negative
340,"Okay, if Iran manages to strike US territory - or, far more likely, if Trump has a domestic false flag attack made to shore up his political support - where in the US is likely to be blown up?Maybe the rest of the White House so he can finish his golden palace. Maybe New York or California to reduce the number of Democratic voters. Maybe the Statue of Liberty for the symbolism.Suggestions? What do you think?#Politics #Trump #IranWar #FalseFlag",negative
341,RE: https://journa.host/@ScottLucas/116181133954451208#Lebanon Health Ministry: 217 people killed and 798 injured by #Israel attacks since Monday#IranWar,negative
342,"RE: https://journa.host/@ScottLucas/116181133954451208#Iran President Pezeshkian: Some countries have begun mediation efforts to end US- #Israel war, but any talks should address those who started it#Trump: ""There will be no deal with Iran except UNCONDITIONAL SURRENDER!"" with ""the selection of a GREAT &amp; ACCEPTABLE Leader(s)""#IranWar",neutral
343,"I don't think the UK media have made nearly enough noise about the US Navy sinking an *unarmed* Iranian warship and then, in clear violation of the Geneva Conventions, leaving them to drown.This is a heinous war crime which the media would be rightly up in arms about if any country that wasn't nominally an ""ally"" had done it.https://ihl-databases.icrc.org/en/ihl-treaties/gcii-1949/article-18/commentary/2017#IRISDena #IranWar #WarCrimes #GenevaConventions",negative
344,"Cry harder you American Asset, come the next election Tottenham is going GREEN! Maybe people leaked because this whole fascist shitshow you&#39;re trying to enable disagrees with them? Sellout fuck....https://www.theguardian.com/world/2026/mar/06/leak-secret-uk-meeting-us-iran-david-lammy#IranWar #DavidLammy #UKPOL #UKPOLITICS",negative
345,"#Iran must cease its attacks&quot;? WTF? How about telling your orange #pedophile buddy #Trump who started this unnecessary war to go FUCK himself? No guts for that, I guess. You are such a disappointment! #EU needs more leaders like #PedroSanchez who aren&#39;t puppets to #USimperialism #pedo #TrumpIsAPedo #FuckTrump #EU #democracy #Iran #IranWar # #PedoTrump #Europe #NATO",negative
346,"Middle East Missile Defense Shield could collapse in just 4 DaysUnder the weight of a sustained conflict, current interceptor stockpiles could be exhausted in as little as four to seven days.can trigger a saturation scenario. #trump #Military #Tech #USNavy #Future #Warfare #DefenseNews #weapons #navy #naval #innovation#science #news #IsraelIranConflict #IranWar #MiddleEastCrisis #OperationEpicFury https://www.youtube.com/watch?v=XPWE1KpOHa0",neutral
347,"Iranian and Israeli strikes as war enters seventh dayThe Iran war, which has spread across the Middle East and beyond, entered its seventh day after Israeli forces announced a &quot;next phase&quot; in the conflict and bombed Beirut&#39;s southern suburbs.https://www.rte.ie/news/2026/0306/1561922-iran-war-update/#IranWar #News #IsraelNews #IranNews #Israel #Iran",negative
348,"Report: US investigators say the US military probably carried out the double-tap strike that killed 165, mostly young girls, at an Iranian elementary school.A &quot;double-tap strike&quot; kills one group, then waits for medics &amp; other civilians to arrive in order to kill them as well.https://www.middleeasteye.net/news/us-investigators-say-american-strike-most-likely-responsible-iranian-school-massacre #USWarCrimes #USPol #EUPol #IranWar #IranSchoolAttack #news .",negative
349,BBC: Oil price jumps after Qatar warns all Gulf production could stop within dayshttps://www.bbc.com/news/articles/cy031ylgepro#economy #IranWar #gasoline,negative
350,EA on International Media: US and #Israel Expand Their Wars in #Iran and #Lebanon — But How They Will End Them?#IranWar #Trump #SaudiArabia #UAE #Bahrain #Kuwait #Oman #Lebanonhttps://eaworldview.com/2026/03/us-and-israel-wars-iran-and-lebanon-but-how-they-will-end-them/,neutral
351,"11575 kHz: there's a new frequency for Radio Farda, 10kHz audio bandwidth like on // 5860, so likely via #USAGM Kuwait. No #jamming; // 13755 UAE is strongly #jammed, + TDF DRM is on 13760.  QRM on 11575 is from SuperDARN, unrelated. #shortwave #Iran #IranWar #WARINIRAN",neutral
352,#Beijing seeks safe passage for energy shipments as global oil supply faces major disruption#OilMarket #IranWar #China #MarketInsiderhttps://marketinsider.net/china-negotiates-with-iran-to-reopen-hormuz-oil-route/,neutral
353,"When bombs fall on cities, the victims are not politicians or generals. They are families, children, doctors, teachers, and workers trying to live their lives.Reports from the Iran conflict suggest that even medical facilities and civilian areas have been affected by the strikes. �The GuardianMany people across the world are questioning whether wars driven by political interests can ever truly be justified when the humanitarian cost is so high.#IranWar #IranIsraelWar #HumanRights #StopWar",negative
354,Donald Trump goes from MAGA to MIGA in post vowing to ‘Make Iran Great Again’  https://fed.brid.gy/r/https://metro.co.uk/2026/03/06/donald-trump-goes-maga-miga-post-vowing-make-iran-great-again-27259189/,neutral
355,#Oil surges past $90 as #Washington rules out negotiations and Tehran faces leadership vacuum#Iran #Trump #IranWar #MarketInsiderhttps://marketinsider.net/trump-demands-irans-unconditional-surrender-to-end-war/,neutral
356,"11630 kHz: a monologue in Arabic, on a rather low modulation, akin to #Iran VOIRI transmissions. Who's that?! 😳  Incidentally, I've found IRIB Arabic's 15135 kHz missing. Have they moved here?  #shortwave #IranWar #WARINIRAN",neutral
357,"ABC7: US sinking of Iranian ship raises questions of legality""...The sinking of an Iranian warship Tuesday by a U.S. submarine thousands of miles from the war zone in international waters raises questions about whether the attack was legal under the rules of war....""https://abc7.com/post/us-sinking-iranian-ship-raises-questions-legality/18683962/#IranWar #law",neutral
358,"""Qatar🚨expects all Gulf energy producers to shut ​down exports within weeks &amp; drive ‌oil to $150 a barrel"" -QA Energy Min Saad al-Kaabi.""Everybody🚨that hasn't called for force majeure we expect ⁠will do so in the next ​few days that this continues. All exporters in ​the Gulf region will have to call force majeure.""-A Bakr""If Gulf exporters start declaring force majeure🚨-becomes a physical SUPPLY CRISIS... Global comm stocks cover only ~3 weeks➡️$150 Brent.""-Q Al-Ali#IranWar #Economy #USPol",neutral
359,@AkaSci Remember: Teump's an idiot and a mad man. He thinks this will happen. It will not. The Iranians are creating the conditions for the ultimate TACO (Trump Always Chickens Out).#IranWar,neutral
360,"🇺🇳 🚨 BREAKING: UNHCR declares Middle East crisis a ‘major humanitarian emergency’➡️ UNHCR Director for Emergencies Ayaki Ito said the conflict is triggering significant population movements across the region and into Southwest Asia. Nearly 25 million people in the affected areas are already refugees, internally displaced or recent returnees, placing additional strain on fragile host countries.https://www.unhcr.org/news/briefing-notes/unhcr-mobilizing-across-region-middle-east-crisis-escalates#Iran #IranWar #MiddleEast #UN #UNHCR #UnitedNations #StandWithRefugees",neutral
361,"""Then, when [#Trump] begins an illegal war with the help of the oligarch’s AI, the oligarch’s newspaper is full of praise for the AI and the military that uses it.""Indeed.#IranWarAI and the illegal warhttps://buttondown.com/creativegood/archive/ai-and-the-illegal-war/",negative
362,"&quot;Shock &amp; Awe didn’t Work in Iraq, either”&quot;The political elite in Washington has hated the Iranian government for 47 years. It has been a thorn in the side of US interests in the region.&quot;&quot;The US petroleum companies... bear as much blame... because they want to get into Iran &amp; develop its petroleum, &amp; they can’t do it as long as that government is there.&quot;https://www.juancole.com/2026/03/shock-either-bradblog.html #USPol #EUPol #IranWar #BigOil #USIsraeliCrimes #USImperialism .",negative
363,"Analysis: &quot;Iran’s measure of success would not be battlefield conquest but turning the war into a chronic dilemma for Washington&quot;.&quot;Iran needs only to raise the costs, prolong the timeline, &amp; widen the theater of confrontation.&quot;A multi-front crisis that is increasingly difficult to control is what &quot;the US experienced in Iraq &amp; Afghanistan: military superiority without political victory.&quot;https://www.juancole.com/2026/03/endless-betrays-central.html #USPol #EUPol #IranWar #USIsraeliCrimes #USImperialism .",neutral
364,"Interview: &quot;Trump Has No Clear Plan on Iran&quot;: fmr US officials&quot;Before my resignation, [this]is exactly what I was warning against&quot;.~Hala Rharrit&quot;It is ludicrous to expect the American people to believe that Iran would have attacked the US preemptively in the middle of negotiations.&quot;And the contradictory messages from Trump et al. show “how little they were really thinking this through before they went to war.”~Jasmine El-Gamalhttps://www.democracynow.org/2026/3/5/iran_state_defense #USPol #EUPol #IranWar .",neutral
365,"“Zelensky highlighting the moral &amp; strategic poverty🚨of the USA under Trump. In the last year Trump has ended all military aid for #Ukraine, has undermined Ukrainian air defense, has tried to bully Ukraine in handing over territory, &amp;🚨has rolled out the red carpet for #Putin. And now the USA is desperate for Ukrainian help because the Trump admin🚨is incompetent in defense matters &amp; UA knows what it’s doing.Any chance Trump has the decency to say thanks?”-P O’Brien#IranWar #Drones #USPol",negative
366,#Iranwar report and insights https://docs.google.com/document/d/1_bB_zXnQcHfEHLMfre_BFFe18KC5I7PG/edit?usp=drivesdk&amp;ouid=102650115553824204817&amp;rtpof=true&amp;sd=true,neutral
367,"🔴 LIVE STREAM: Ukraine, Iran, &amp; a Fracturing World - Who Will Rise? 🔴 LIVE STREAM: Geopolitics News 📅 2026-03-06 14:10 UTC (Starts in 13m) https://www.youtube.com/watch?v=BXFgaoGQwKU  #Geopolitics #IranWar #EnergyCrisis #Geopolitics #UkraineConflict #GlobalNews #livestream",neutral
368,"Why I keep saying""Trump, Vance, Rubio &amp; Hegseth do not give a shit about how many soldiers die for their incompetence &amp; stupidity?Look no further ⬇️Those who made the ultimate sacrifice return home &amp;not 1 from #TrumpRegime or #GOPTraitors are therehttps://www.instagram.com/reel/DVg0vuMFKCO/?igsh=MW5taDVrbW55aGFuNw==#IranWar",negative
369,RE: https://union.place/@workersliberty/116182124382609178A fanatical religious regime threatening the World.....the USA.#IranWar #USPOL #USPolitics #Theocracy #Evangelicals #GOP,negative
370,"The USA has already gone through more patriot missiles in 7 days of attacking Iran than it has made available in its 4 years of supply to Ukraine fighting Russia I think that says all you need to know#iranwar#Ukraine #feedtheenemyhttps://cepa.org/article/the-iran-war-peril-and-opportunity-for-ukraine/?hl=en-GBhttps://militarywatchmagazine.com/article/us-patriot-interceptors-five-days-iran#:~:text=Reports%20from%20multiple%20Western%20sources,attack%20against%20the%20country%20on",neutral
371,"Power prices in Europe swing wildly between free sunlight and expensive gas:""On March 4, day-ahead prices in Denmark swung from €26 per MWh at 2pm to almost €430 at 5.45pm, less than four hours later. Prices in the Netherlands jumped from €24 to €450 over the same period, with similarly large swings in Belgium and Germany.""--&gt; We need way more grid storagehttps://www.ft.com/content/ac77915d-7542-4129-aabe-d3a9daff2573#Climate #Energy #Grids #Electricity #IranWar #EU #EUPol #Renewables #FossilFuels",neutral
372,Woke up this amStill have a war Still have crazy people in White House provokingescalation to even higher levels.Still no Congress with the balls to stop said crazy person.No SCOTUS to limit his insanity.A hearty &quot;fuck off bitch&quot; to those that decided not voting was in their best interest.You know who you are.#iran#IranWar #trump#congress#scotus,negative
373,"#Russia is providing #Iran with targeting information to attack American forces in the Middle East, the 1st indication that another major US adversary is participating -even indirectly -in the war.Trump's allies: North Korea, Argentina...Putin has betrayed him again. The gulf states are livid. Macron is aiding LB, Spain is refusing...Americans must rise up &amp; work to remove this regime before the global #economy sinks into a deep #recession.#IranWar #Protest #USPolhttps://www.washingtonpost.com/national-security/2026/03/06/russia-iran-intelligence-us-targets/",negative
374,One of the key components of Kushner&#39;s deals in the middle east is the United Arab Emirates. They have published their disdain for the U.S. strike on Iran and slapped Trump down for his failure to understand the impact on stability in the region. I have long said Kushner does not fully understand the vipers he is dealing with. He is nothing but a gnat and a tool for them. That reality may soon come to strike him. #uspolitics #MiddleEastConflict #kushner #IranWar,negative
375,"RE: https://mas.to/@aljazeera_gotgrip/116181408383512776And who needs to pay that? Right! You, me, the poor, the marginalised, our children, etc. When are we going to wake-up!? Or more, don't fall at sleep, don't get numb, don't let yourself overwhelm with shock and awe!Time for some Rage Against The Machine to wake you up (or keep you awake):https://www.youtube.com/watch?v=ZaTCl0fqIX0#IranWar #LebanonWar #War #MiddleEast #Trump #Israel #StopTheWar",negative
376,"RE: https://journa.host/@ScottLucas/116181133954451208Prime Minister Nawaf Salam: #Lebanon “dragged further into the abyss” in a conflict it “did not seek and did not choose”Amid #Israel 's ""massive"" forced displacement from southern Lebanon and south #Beirut""Situation is grave, and our responsibility is high""#IranWar #Hezbollah",neutral
377,"The Day Israel Lost AmericaPhoto: Daniel Torok/White House/Handout Years from now, February 28, 2026, might be remembered as the day Israel finally…#NewsBeep #News #BreakingNews #americanaffairs #breakingnews #DonaldTrump #iranwar #Israelhttps://www.newsbeep.com/421013/",neutral
378,"The #IranWar: it&#39;s not just the military personnel&#39;s lives lost and the costs, it&#39;s the terror: &quot;When Time asked Pres. Donald Trump whether citizens should be worried about retaliatory attacks on American soil following his Iran strikes, he all but shrugged. &#39;I guess,&#39; he replied&quot;: https://www.huffpost.com/entry/latest-news-live-updates_n_69a562ade4b0d383f503f9f5/liveblog_69aa2b91e4b0803f139f719a?origin=home-whats-happening-unit",neutral
379,"Vessel traffic through the Strait of Hormuz has dropped from an average of 138 ships a day to just two in the 24 hours to Thursday, the Joint Maritime Information Center has reported.https://oilprice.com/Latest-Energy-News/World-News/Daily-Ship-Traffic-in-Strait-of-Hormuz-Plummets-From-138-to-Just-2.html#news #iran #iranwar",neutral
380,"I do not know if that is the right lucifer, but in any case, i believe he is right#lucifer #iranWar #usa2026 #uspolicy",neutral
381,Graeme Bandeira @GraemeBandeira on #Trump #FifaPeacePrize #Iran #IranWar #middeeastwar – political cartoon gallery in London original-political-cartoon.com,neutral
382,"Russia is providing Iran intelligence to target U.S. forces, officials say. 🎻 https://www.washingtonpost.com/national-security/2026/03/06/russia-iran-intelligence-us-targets#news #iran #iranwar",neutral
